HOG	OG	Gene Tree Parent Clade	data_Cint	model_Cint
N0.HOG0000300	OG0000128	n2	SGZ50817.1	Candida_intermedia@Seq_970
N0.HOG0000301	OG0000129	n0	SGZ50848.1, SGZ54378.1, SGZ50846.1	Candida_intermedia@Seq_1666
N0.HOG0000302	OG0000130	n1	SGZ51766.1	Candida_intermedia@Seq_3828
N0.HOG0000303	OG0000130	n2	SGZ50987.1	Candida_intermedia@Seq_3853
N0.HOG0000304	OG0000131	n1	SGZ51010.1	Candida_intermedia@Seq_4994
N0.HOG0000305	OG0000131	n2	SGZ57636.1	Candida_intermedia@Seq_2941
N0.HOG0000306	OG0000132	n1	SGZ51037.1	Candida_intermedia@Seq_1364
N0.HOG0000307	OG0000132	n2	SGZ52095.1	Candida_intermedia@Seq_2478
N0.HOG0000308	OG0000133	n1	SGZ56488.1	Candida_intermedia@Seq_4033
N0.HOG0000309	OG0000133	n2	SGZ51050.1	Candida_intermedia@Seq_1145
N0.HOG0000310	OG0000134	n1	SGZ55637.1	Candida_intermedia@Seq_2976
N0.HOG0000311	OG0000134	n2	SGZ51311.1	Candida_intermedia@Seq_2908
N0.HOG0000312	OG0000135	n1	SGZ51329.1	Candida_intermedia@Seq_3645
N0.HOG0000313	OG0000135	n2	SGZ55954.1	Candida_intermedia@Seq_916
N0.HOG0000314	OG0000136	n1	SGZ51356.1	Candida_intermedia@Seq_194
N0.HOG0000315	OG0000136	n2	SGZ53372.1	Candida_intermedia@Seq_5163
N0.HOG0000316	OG0000137	n1	SGZ51498.1	Candida_intermedia@Seq_3311
N0.HOG0000317	OG0000137	n2	SGZ51500.1	Candida_intermedia@Seq_3078
N0.HOG0000318	OG0000138	n1	SGZ52895.1	Candida_intermedia@Seq_3838
N0.HOG0000319	OG0000138	n2	SGZ51629.1	Candida_intermedia@Seq_5007
N0.HOG0000320	OG0000139	n1	SGZ51764.1	Candida_intermedia@Seq_3266
N0.HOG0000321	OG0000139	n2	SGZ56702.1	Candida_intermedia@Seq_80
N0.HOG0000322	OG0000140	n0	SGZ52605.1, SGZ52607.1, SGZ52603.1	Candida_intermedia@Seq_4402
N0.HOG0000323	OG0000141	n1	SGZ54822.1	Candida_intermedia@Seq_4782
N0.HOG0000324	OG0000141	n2	SGZ52700.1	Candida_intermedia@Seq_2972
N0.HOG0000325	OG0000142	n1	SGZ52714.1	Candida_intermedia@Seq_5307
N0.HOG0000326	OG0000142	n2	SGZ53473.1	Candida_intermedia@Seq_135
N0.HOG0000327	OG0000143	n0	SGZ52915.1, SGZ52914.1, SGZ54715.1	Candida_intermedia@Seq_3909
N0.HOG0000328	OG0000144	n1	SGZ53080.1	Candida_intermedia@Seq_1577
N0.HOG0000329	OG0000144	n2	SGZ54481.1	Candida_intermedia@Seq_2236
N0.HOG0000330	OG0000145	n1	SGZ56014.1	Candida_intermedia@Seq_1118
N0.HOG0000331	OG0000145	n2	SGZ53215.1	Candida_intermedia@Seq_3571
N0.HOG0000332	OG0000146	n1	SGZ53348.1	Candida_intermedia@Seq_5019
N0.HOG0000333	OG0000146	n2	SGZ54691.1	Candida_intermedia@Seq_3431
N0.HOG0000334	OG0000147	n0	SGZ58066.1, SGZ57761.1, SGZ53539.1	Candida_intermedia@Seq_3577
N0.HOG0000335	OG0000148	n1	SGZ53577.1	Candida_intermedia@Seq_3294
N0.HOG0000336	OG0000148	n2	SGZ57869.1	Candida_intermedia@Seq_2795
N0.HOG0000337	OG0000149	n1	SGZ57376.1	Candida_intermedia@Seq_1548
N0.HOG0000338	OG0000149	n2	SGZ53701.1	Candida_intermedia@Seq_846
N0.HOG0000339	OG0000150	n1	SGZ57501.1	Candida_intermedia@Seq_784
N0.HOG0000340	OG0000150	n2	SGZ53894.1	Candida_intermedia@Seq_1373
N0.HOG0000341	OG0000151	n1	SGZ54345.1	Candida_intermedia@Seq_2813
N0.HOG0000342	OG0000151	n2	SGZ54660.1	Candida_intermedia@Seq_1822
N0.HOG0000343	OG0000152	n1	SGZ57097.1	Candida_intermedia@Seq_1351
N0.HOG0000344	OG0000152	n2	SGZ54721.1	Candida_intermedia@Seq_4948
N0.HOG0000345	OG0000153	n1	SGZ54852.1	Candida_intermedia@Seq_2740
N0.HOG0000346	OG0000153	n2	SGZ54850.1	Candida_intermedia@Seq_2616
N0.HOG0000347	OG0000154	n1	SGZ55325.1	Candida_intermedia@Seq_3529
N0.HOG0000348	OG0000154	n2	SGZ56171.1	Candida_intermedia@Seq_1290
N0.HOG0000349	OG0000155	n1	SGZ55821.1	Candida_intermedia@Seq_1137
N0.HOG0000350	OG0000155	n2	SGZ56445.1	Candida_intermedia@Seq_2293
N0.HOG0000351	OG0000156	n1	SGZ56566.1	Candida_intermedia@Seq_4775
N0.HOG0000352	OG0000156	n2	SGZ55935.1	Candida_intermedia@Seq_1816
N0.HOG0000353	OG0000157	n1	SGZ56639.1	Candida_intermedia@Seq_758
N0.HOG0000354	OG0000157	n2	SGZ57444.1	Candida_intermedia@Seq_4728
N0.HOG0000355	OG0000158	n1	SGZ56709.1	Candida_intermedia@Seq_3452
N0.HOG0000356	OG0000158	n2	SGZ57706.1	Candida_intermedia@Seq_3632
N0.HOG0000357	OG0000159	n1	SGZ57907.1	Candida_intermedia@Seq_2965
N0.HOG0000358	OG0000159	n2	SGZ56870.1	Candida_intermedia@Seq_862
N0.HOG0000359	OG0000160	n0	SGZ57733.1, SGZ57737.1, SGZ57735.1	Candida_intermedia@Seq_4752
N0.HOG0000360	OG0000161	n1	SGZ57777.1	Candida_intermedia@Seq_3975
N0.HOG0000361	OG0000161	n2	SGZ57778.1	Candida_intermedia@Seq_3337
N0.HOG0000362	OG0000162	n1	SGZ57786.1	Candida_intermedia@Seq_4113
N0.HOG0000363	OG0000162	n2	SGZ57910.1	Candida_intermedia@Seq_1026
N0.HOG0000364	OG0000163	-	SGZ54731.1, SGZ46207.1	Candida_intermedia@Seq_2617
N0.HOG0000365	OG0000164	-	SGZ46547.1	Candida_intermedia@Seq_1120, Candida_intermedia@Seq_4888
N0.HOG0000366	OG0000165	-	SGZ50452.1, SGZ46585.1	Candida_intermedia@Seq_3486
N0.HOG0000367	OG0000166	-	SGZ47534.1, SGZ46698.1	Candida_intermedia@Seq_2852
N0.HOG0000368	OG0000167	-	SGZ58058.1, SGZ46761.1	Candida_intermedia@Seq_4274
N0.HOG0000369	OG0000168	-	SGZ46834.1, SGZ56464.1	Candida_intermedia@Seq_2672
N0.HOG0000370	OG0000169	-	SGZ47028.1, SGZ52909.1	Candida_intermedia@Seq_3736
N0.HOG0000371	OG0000170	-	SGZ51758.1, SGZ47041.1	Candida_intermedia@Seq_5332
N0.HOG0000372	OG0000171	-	SGZ49884.1, SGZ47043.1	Candida_intermedia@Seq_807
N0.HOG0000373	OG0000172	-	SGZ47087.1	Candida_intermedia@Seq_2112, Candida_intermedia@Seq_928
N0.HOG0000374	OG0000173	-	SGZ47091.1, SGZ47092.1	Candida_intermedia@Seq_1395
N0.HOG0000375	OG0000174	-	SGZ47281.1	Candida_intermedia@Seq_594, Candida_intermedia@Seq_305
N0.HOG0000376	OG0000175	-	SGZ48016.1, SGZ53637.1	Candida_intermedia@Seq_362
N0.HOG0000377	OG0000176	-	SGZ48064.1, SGZ48067.1	Candida_intermedia@Seq_5496
N0.HOG0000378	OG0000177	-	SGZ48069.1	Candida_intermedia@Seq_4198, Candida_intermedia@Seq_3687
N0.HOG0000379	OG0000178	-	SGZ48070.1, SGZ48075.1	Candida_intermedia@Seq_4566
N0.HOG0000380	OG0000179	-	SGZ48120.1	Candida_intermedia@Seq_2139, Candida_intermedia@Seq_2416
N0.HOG0000381	OG0000180	-	SGZ49223.1	Candida_intermedia@Seq_3258, Candida_intermedia@Seq_2563
N0.HOG0000382	OG0000181	-	SGZ51855.1, SGZ49301.1	Candida_intermedia@Seq_2095
N0.HOG0000383	OG0000182	-	SGZ49484.1, SGZ54171.1	Candida_intermedia@Seq_2031
N0.HOG0000384	OG0000183	-	SGZ49869.1, SGZ49871.1	Candida_intermedia@Seq_5342
N0.HOG0000385	OG0000184	-	SGZ49915.1, SGZ49917.1	Candida_intermedia@Seq_1109
N0.HOG0000386	OG0000185	-	SGZ49956.1, SGZ49958.1	Candida_intermedia@Seq_3086
N0.HOG0000387	OG0000186	-	SGZ49985.1, SGZ51436.1	Candida_intermedia@Seq_1825
N0.HOG0000388	OG0000187	-	SGZ53768.1, SGZ50015.1	Candida_intermedia@Seq_2945
N0.HOG0000389	OG0000188	-	SGZ56814.1, SGZ50046.1	Candida_intermedia@Seq_5082
N0.HOG0000390	OG0000189	-	SGZ50179.1, SGZ50183.1	Candida_intermedia@Seq_3018
N0.HOG0000391	OG0000190	-	SGZ50216.1, SGZ50220.1	Candida_intermedia@Seq_1047
N0.HOG0000392	OG0000191	-	SGZ50301.1	Candida_intermedia@Seq_180, Candida_intermedia@Seq_4708
N0.HOG0000393	OG0000192	-	SGZ50350.1	Candida_intermedia@Seq_2890, Candida_intermedia@Seq_472
N0.HOG0000394	OG0000193	-	SGZ56665.1, SGZ50734.1	Candida_intermedia@Seq_3429
N0.HOG0000395	OG0000194	-	SGZ50775.1, SGZ57092.1	Candida_intermedia@Seq_3071
N0.HOG0000396	OG0000195	-	SGZ56680.1, SGZ50786.1	Candida_intermedia@Seq_3349
N0.HOG0000397	OG0000196	-	SGZ50996.1, SGZ50997.1	Candida_intermedia@Seq_4222
N0.HOG0000398	OG0000197	-	SGZ51020.1, SGZ54726.1	Candida_intermedia@Seq_463
N0.HOG0000399	OG0000198	-	SGZ54725.1, SGZ51021.1	Candida_intermedia@Seq_2673
N0.HOG0000400	OG0000199	-	SGZ51389.1	Candida_intermedia@Seq_3697, Candida_intermedia@Seq_4493
N0.HOG0000401	OG0000200	-	SGZ51531.1, SGZ53554.1	Candida_intermedia@Seq_2389
N0.HOG0000402	OG0000201	-	SGZ52260.1, SGZ51784.1	Candida_intermedia@Seq_2208
N0.HOG0000403	OG0000202	-	SGZ51816.1, SGZ55811.1	Candida_intermedia@Seq_3954
N0.HOG0000404	OG0000203	-	SGZ56100.1, SGZ52385.1	Candida_intermedia@Seq_377
N0.HOG0000405	OG0000204	-	SGZ55474.1, SGZ52658.1	Candida_intermedia@Seq_3804
N0.HOG0000406	OG0000205	-	SGZ52879.1, SGZ57763.1	Candida_intermedia@Seq_1150
N0.HOG0000407	OG0000206	-	SGZ52913.1, SGZ56568.1	Candida_intermedia@Seq_2912
N0.HOG0000408	OG0000207	-	SGZ52990.1, SGZ56635.1	Candida_intermedia@Seq_2654
N0.HOG0000409	OG0000208	-	SGZ52992.1, SGZ54722.1	Candida_intermedia@Seq_369
N0.HOG0000410	OG0000209	-	SGZ53006.1, SGZ53335.1	Candida_intermedia@Seq_4564
N0.HOG0000411	OG0000210	-	SGZ53012.1, SGZ53633.1	Candida_intermedia@Seq_2365
N0.HOG0000412	OG0000211	-	SGZ53419.1	Candida_intermedia@Seq_3130, Candida_intermedia@Seq_2789
N0.HOG0000413	OG0000212	-	SGZ53512.1, SGZ55901.1	Candida_intermedia@Seq_2165
N0.HOG0000414	OG0000213	-	SGZ53562.1, SGZ55560.1	Candida_intermedia@Seq_3695
N0.HOG0000415	OG0000214	-	SGZ57142.1, SGZ53849.1	Candida_intermedia@Seq_4065
N0.HOG0000416	OG0000215	-	SGZ54008.1	Candida_intermedia@Seq_2188, Candida_intermedia@Seq_5111
N0.HOG0000417	OG0000216	-	SGZ54224.1, SGZ54228.1	Candida_intermedia@Seq_4629
N0.HOG0000418	OG0000217	-	SGZ54295.1, SGZ56911.1	Candida_intermedia@Seq_2213
N0.HOG0000419	OG0000218	-	SGZ54711.1, SGZ56931.1	Candida_intermedia@Seq_1624
N0.HOG0000420	OG0000219	-	SGZ54879.1, SGZ54881.1	Candida_intermedia@Seq_4642
N0.HOG0000421	OG0000220	-	SGZ54887.1	Candida_intermedia@Seq_2226, Candida_intermedia@Seq_984
N0.HOG0000422	OG0000221	-	SGZ54968.1, SGZ54970.1	Candida_intermedia@Seq_2637
N0.HOG0000423	OG0000222	-	SGZ55381.1, SGZ55388.1	Candida_intermedia@Seq_3938
N0.HOG0000424	OG0000223	-	SGZ55457.1, SGZ55459.1	Candida_intermedia@Seq_867
N0.HOG0000425	OG0000224	-	SGZ56088.1	Candida_intermedia@Seq_2077, Candida_intermedia@Seq_652
N0.HOG0000426	OG0000225	-	SGZ56701.1	Candida_intermedia@Seq_1291, Candida_intermedia@Seq_1126
N0.HOG0000427	OG0000226	-	SGZ56808.1	Candida_intermedia@Seq_1906, Candida_intermedia@Seq_809
N0.HOG0000428	OG0000227	-	SGZ57507.1	Candida_intermedia@Seq_2041, Candida_intermedia@Seq_5004
N0.HOG0000429	OG0000228	-	SGZ46208.1	Candida_intermedia@Seq_4972
N0.HOG0000430	OG0000229	-	SGZ46211.1	Candida_intermedia@Seq_3789
N0.HOG0000431	OG0000230	-	SGZ46212.1	Candida_intermedia@Seq_5105
N0.HOG0000432	OG0000231	-	SGZ46215.1	Candida_intermedia@Seq_5026
N0.HOG0000433	OG0000232	-	SGZ46217.1	Candida_intermedia@Seq_393
N0.HOG0000434	OG0000233	-	SGZ46218.1	Candida_intermedia@Seq_1016
N0.HOG0000435	OG0000234	-	SGZ46221.1	Candida_intermedia@Seq_636
N0.HOG0000436	OG0000235	-	SGZ46226.1	Candida_intermedia@Seq_3037
N0.HOG0000437	OG0000236	-	SGZ46227.1	Candida_intermedia@Seq_1190
N0.HOG0000438	OG0000237	-	SGZ46230.1	Candida_intermedia@Seq_5201
N0.HOG0000439	OG0000238	-	SGZ46231.1	Candida_intermedia@Seq_615
N0.HOG0000440	OG0000239	-	SGZ46232.1	Candida_intermedia@Seq_1447
N0.HOG0000441	OG0000240	-	SGZ46234.1	Candida_intermedia@Seq_795
N0.HOG0000442	OG0000241	-	SGZ46235.1	Candida_intermedia@Seq_51
N0.HOG0000443	OG0000242	-	SGZ46236.1	Candida_intermedia@Seq_2013
N0.HOG0000444	OG0000243	-	SGZ46239.1	Candida_intermedia@Seq_1911
N0.HOG0000445	OG0000244	-	SGZ46240.1	Candida_intermedia@Seq_5317
N0.HOG0000446	OG0000245	-	SGZ46244.1	Candida_intermedia@Seq_1693
N0.HOG0000447	OG0000246	-	SGZ46245.1	Candida_intermedia@Seq_1738
N0.HOG0000448	OG0000247	-	SGZ46246.1	Candida_intermedia@Seq_4829
N0.HOG0000449	OG0000248	-	SGZ46248.1	Candida_intermedia@Seq_5171
N0.HOG0000450	OG0000249	-	SGZ46249.1	Candida_intermedia@Seq_3387
N0.HOG0000451	OG0000250	-	SGZ46251.1	Candida_intermedia@Seq_3390
N0.HOG0000452	OG0000251	-	SGZ46252.1	Candida_intermedia@Seq_3012
N0.HOG0000453	OG0000252	-	SGZ46254.1	Candida_intermedia@Seq_2486
N0.HOG0000454	OG0000253	-	SGZ46255.1	Candida_intermedia@Seq_3280
N0.HOG0000455	OG0000254	-	SGZ46256.1	Candida_intermedia@Seq_2056
N0.HOG0000456	OG0000255	-	SGZ46257.1	Candida_intermedia@Seq_57
N0.HOG0000457	OG0000256	-	SGZ46258.1	Candida_intermedia@Seq_2772
N0.HOG0000458	OG0000257	-	SGZ46259.1	Candida_intermedia@Seq_682
N0.HOG0000459	OG0000258	-	SGZ46260.1	Candida_intermedia@Seq_5096
N0.HOG0000460	OG0000259	-	SGZ46262.1	Candida_intermedia@Seq_1661
N0.HOG0000461	OG0000260	-	SGZ46263.1	Candida_intermedia@Seq_3764
N0.HOG0000462	OG0000261	-	SGZ46265.1	Candida_intermedia@Seq_3647
N0.HOG0000463	OG0000262	-	SGZ46267.1	Candida_intermedia@Seq_4285
N0.HOG0000464	OG0000263	-	SGZ46268.1	Candida_intermedia@Seq_5023
N0.HOG0000465	OG0000264	-	SGZ46269.1	Candida_intermedia@Seq_375
N0.HOG0000466	OG0000265	-	SGZ46271.1	Candida_intermedia@Seq_2638
N0.HOG0000467	OG0000266	-	SGZ46272.1	Candida_intermedia@Seq_3105
N0.HOG0000468	OG0000267	-	SGZ46274.1	Candida_intermedia@Seq_1015
N0.HOG0000469	OG0000268	-	SGZ46276.1	Candida_intermedia@Seq_2482
N0.HOG0000470	OG0000269	-	SGZ46277.1	Candida_intermedia@Seq_1099
N0.HOG0000471	OG0000270	-	SGZ46281.1	Candida_intermedia@Seq_5132
N0.HOG0000472	OG0000271	-	SGZ46282.1	Candida_intermedia@Seq_3565
N0.HOG0000473	OG0000272	-	SGZ46283.1	Candida_intermedia@Seq_1800
N0.HOG0000474	OG0000273	-	SGZ46285.1	Candida_intermedia@Seq_3355
N0.HOG0000475	OG0000274	-	SGZ46286.1	Candida_intermedia@Seq_1810
N0.HOG0000476	OG0000275	-	SGZ46287.1	Candida_intermedia@Seq_5114
N0.HOG0000477	OG0000276	-	SGZ46289.1	Candida_intermedia@Seq_334
N0.HOG0000478	OG0000277	-	SGZ46290.1	Candida_intermedia@Seq_1713
N0.HOG0000479	OG0000278	-	SGZ46291.1	Candida_intermedia@Seq_3721
N0.HOG0000480	OG0000279	-	SGZ46292.1	Candida_intermedia@Seq_2897
N0.HOG0000481	OG0000280	-	SGZ46294.1	Candida_intermedia@Seq_518
N0.HOG0000482	OG0000281	-	SGZ46295.1	Candida_intermedia@Seq_4297
N0.HOG0000483	OG0000282	-	SGZ46296.1	Candida_intermedia@Seq_4173
N0.HOG0000484	OG0000283	-	SGZ46297.1	Candida_intermedia@Seq_4174
N0.HOG0000485	OG0000284	-	SGZ46298.1	Candida_intermedia@Seq_306
N0.HOG0000486	OG0000285	-	SGZ46299.1	Candida_intermedia@Seq_767
N0.HOG0000487	OG0000286	-	SGZ46300.1	Candida_intermedia@Seq_3732
N0.HOG0000488	OG0000287	-	SGZ46302.1	Candida_intermedia@Seq_2833
N0.HOG0000489	OG0000288	-	SGZ46303.1	Candida_intermedia@Seq_4805
N0.HOG0000490	OG0000289	-	SGZ46305.1	Candida_intermedia@Seq_2979
N0.HOG0000491	OG0000290	-	SGZ46308.1	Candida_intermedia@Seq_2558
N0.HOG0000492	OG0000291	-	SGZ46309.1	Candida_intermedia@Seq_1410
N0.HOG0000493	OG0000292	-	SGZ46312.1	Candida_intermedia@Seq_1748
N0.HOG0000494	OG0000293	-	SGZ46313.1	Candida_intermedia@Seq_2430
N0.HOG0000495	OG0000294	-	SGZ46314.1	Candida_intermedia@Seq_634
N0.HOG0000496	OG0000295	-	SGZ46316.1	Candida_intermedia@Seq_219
N0.HOG0000497	OG0000296	-	SGZ46319.1	Candida_intermedia@Seq_2113
N0.HOG0000498	OG0000297	-	SGZ46320.1	Candida_intermedia@Seq_2123
N0.HOG0000499	OG0000298	-	SGZ46322.1	Candida_intermedia@Seq_4880
N0.HOG0000500	OG0000299	-	SGZ46324.1	Candida_intermedia@Seq_2944
N0.HOG0000501	OG0000300	-	SGZ46325.1	Candida_intermedia@Seq_1108
N0.HOG0000502	OG0000301	-	SGZ46326.1	Candida_intermedia@Seq_1534
N0.HOG0000503	OG0000302	-	SGZ46327.1	Candida_intermedia@Seq_2541
N0.HOG0000504	OG0000303	-	SGZ46328.1	Candida_intermedia@Seq_5014
N0.HOG0000505	OG0000304	-	SGZ46329.1	Candida_intermedia@Seq_3590
N0.HOG0000506	OG0000305	-	SGZ46330.1	Candida_intermedia@Seq_2419
N0.HOG0000507	OG0000306	-	SGZ46331.1	Candida_intermedia@Seq_4049
N0.HOG0000508	OG0000307	-	SGZ46332.1	Candida_intermedia@Seq_4039
N0.HOG0000509	OG0000308	-	SGZ46333.1	Candida_intermedia@Seq_961
N0.HOG0000510	OG0000309	-	SGZ46334.1	Candida_intermedia@Seq_2007
N0.HOG0000511	OG0000310	-	SGZ46335.1	Candida_intermedia@Seq_4727
N0.HOG0000512	OG0000311	-	SGZ46336.1	Candida_intermedia@Seq_5391
N0.HOG0000513	OG0000312	-	SGZ46337.1	Candida_intermedia@Seq_4804
N0.HOG0000514	OG0000313	-	SGZ46338.1	Candida_intermedia@Seq_936
N0.HOG0000515	OG0000314	-	SGZ46340.1	Candida_intermedia@Seq_2796
N0.HOG0000516	OG0000315	-	SGZ46342.1	Candida_intermedia@Seq_4935
N0.HOG0000517	OG0000316	-	SGZ46344.1	Candida_intermedia@Seq_753
N0.HOG0000518	OG0000317	-	SGZ46345.1	Candida_intermedia@Seq_873
N0.HOG0000519	OG0000318	-	SGZ46346.1	Candida_intermedia@Seq_5113
N0.HOG0000520	OG0000319	-	SGZ46347.1	Candida_intermedia@Seq_3373
N0.HOG0000521	OG0000320	-	SGZ46350.1	Candida_intermedia@Seq_1837
N0.HOG0000522	OG0000321	-	SGZ46351.1	Candida_intermedia@Seq_3313
N0.HOG0000523	OG0000322	-	SGZ46353.1	Candida_intermedia@Seq_4406
N0.HOG0000524	OG0000323	-	SGZ46354.1	Candida_intermedia@Seq_2228
N0.HOG0000525	OG0000324	-	SGZ46356.1	Candida_intermedia@Seq_4486
N0.HOG0000526	OG0000325	-	SGZ46357.1	Candida_intermedia@Seq_40
N0.HOG0000527	OG0000326	-	SGZ46359.1	Candida_intermedia@Seq_2290
N0.HOG0000528	OG0000327	-	SGZ46361.1	Candida_intermedia@Seq_2307
N0.HOG0000529	OG0000328	-	SGZ46362.1	Candida_intermedia@Seq_5059
N0.HOG0000530	OG0000329	-	SGZ46364.1	Candida_intermedia@Seq_4179
N0.HOG0000531	OG0000330	-	SGZ46365.1	Candida_intermedia@Seq_2736
N0.HOG0000532	OG0000331	-	SGZ46366.1	Candida_intermedia@Seq_2400
N0.HOG0000533	OG0000332	-	SGZ46367.1	Candida_intermedia@Seq_3595
N0.HOG0000534	OG0000333	-	SGZ46369.1	Candida_intermedia@Seq_3389
N0.HOG0000535	OG0000334	-	SGZ46370.1	Candida_intermedia@Seq_1705
N0.HOG0000536	OG0000335	-	SGZ46372.1	Candida_intermedia@Seq_4613
N0.HOG0000537	OG0000336	-	SGZ46374.1	Candida_intermedia@Seq_3901
N0.HOG0000538	OG0000337	-	SGZ46376.1	Candida_intermedia@Seq_4788
N0.HOG0000539	OG0000338	-	SGZ46377.1	Candida_intermedia@Seq_618
N0.HOG0000540	OG0000339	-	SGZ46379.1	Candida_intermedia@Seq_2301
N0.HOG0000541	OG0000340	-	SGZ46380.1	Candida_intermedia@Seq_852
N0.HOG0000542	OG0000341	-	SGZ46382.1	Candida_intermedia@Seq_919
N0.HOG0000543	OG0000342	-	SGZ46384.1	Candida_intermedia@Seq_5387
N0.HOG0000544	OG0000343	-	SGZ46386.1	Candida_intermedia@Seq_5268
N0.HOG0000545	OG0000344	-	SGZ46387.1	Candida_intermedia@Seq_4555
N0.HOG0000546	OG0000345	-	SGZ46389.1	Candida_intermedia@Seq_4180
N0.HOG0000547	OG0000346	-	SGZ46390.1	Candida_intermedia@Seq_660
N0.HOG0000548	OG0000347	-	SGZ46392.1	Candida_intermedia@Seq_1833
N0.HOG0000549	OG0000348	-	SGZ46394.1	Candida_intermedia@Seq_3747
N0.HOG0000550	OG0000349	-	SGZ46395.1	Candida_intermedia@Seq_2724
N0.HOG0000551	OG0000350	-	SGZ46397.1	Candida_intermedia@Seq_2459
N0.HOG0000552	OG0000351	-	SGZ46399.1	Candida_intermedia@Seq_1927
N0.HOG0000553	OG0000352	-	SGZ46401.1	Candida_intermedia@Seq_5414
N0.HOG0000554	OG0000353	-	SGZ46403.1	Candida_intermedia@Seq_3066
N0.HOG0000555	OG0000354	-	SGZ46404.1	Candida_intermedia@Seq_2264
N0.HOG0000556	OG0000355	-	SGZ46405.1	Candida_intermedia@Seq_528
N0.HOG0000557	OG0000356	-	SGZ46406.1	Candida_intermedia@Seq_5088
N0.HOG0000558	OG0000357	-	SGZ46409.1	Candida_intermedia@Seq_1628
N0.HOG0000559	OG0000358	-	SGZ46410.1	Candida_intermedia@Seq_3227
N0.HOG0000560	OG0000359	-	SGZ46412.1	Candida_intermedia@Seq_173
N0.HOG0000561	OG0000360	-	SGZ46414.1	Candida_intermedia@Seq_4745
N0.HOG0000562	OG0000361	-	SGZ46415.1	Candida_intermedia@Seq_3397
N0.HOG0000563	OG0000362	-	SGZ46416.1	Candida_intermedia@Seq_3988
N0.HOG0000564	OG0000363	-	SGZ46417.1	Candida_intermedia@Seq_1009
N0.HOG0000565	OG0000364	-	SGZ46419.1	Candida_intermedia@Seq_2514
N0.HOG0000566	OG0000365	-	SGZ46424.1	Candida_intermedia@Seq_4614
N0.HOG0000567	OG0000366	-	SGZ46425.1	Candida_intermedia@Seq_440
N0.HOG0000568	OG0000367	-	SGZ46427.1	Candida_intermedia@Seq_198
N0.HOG0000569	OG0000368	-	SGZ46429.1	Candida_intermedia@Seq_2951
N0.HOG0000570	OG0000369	-	SGZ46431.1	Candida_intermedia@Seq_3566
N0.HOG0000571	OG0000370	-	SGZ46432.1	Candida_intermedia@Seq_3929
N0.HOG0000572	OG0000371	-	SGZ46434.1	Candida_intermedia@Seq_1288
N0.HOG0000573	OG0000372	-	SGZ46435.1	Candida_intermedia@Seq_4082
N0.HOG0000574	OG0000373	-	SGZ46436.1	Candida_intermedia@Seq_1638
N0.HOG0000575	OG0000374	-	SGZ46439.1	Candida_intermedia@Seq_710
N0.HOG0000576	OG0000375	-	SGZ46441.1	Candida_intermedia@Seq_4543
N0.HOG0000577	OG0000376	-	SGZ46442.1	Candida_intermedia@Seq_1211
N0.HOG0000578	OG0000377	-	SGZ46443.1	Candida_intermedia@Seq_3347
N0.HOG0000579	OG0000378	-	SGZ46444.1	Candida_intermedia@Seq_899
N0.HOG0000580	OG0000379	-	SGZ46445.1	Candida_intermedia@Seq_5262
N0.HOG0000581	OG0000380	-	SGZ46446.1	Candida_intermedia@Seq_2895
N0.HOG0000582	OG0000381	-	SGZ46449.1	Candida_intermedia@Seq_3527
N0.HOG0000583	OG0000382	-	SGZ46451.1	Candida_intermedia@Seq_2794
N0.HOG0000584	OG0000383	-	SGZ46452.1	Candida_intermedia@Seq_224
N0.HOG0000585	OG0000384	-	SGZ46454.1	Candida_intermedia@Seq_1760
N0.HOG0000586	OG0000385	-	SGZ46456.1	Candida_intermedia@Seq_3837
N0.HOG0000587	OG0000386	-	SGZ46457.1	Candida_intermedia@Seq_5175
N0.HOG0000588	OG0000387	-	SGZ46459.1	Candida_intermedia@Seq_4044
N0.HOG0000589	OG0000388	-	SGZ46462.1	Candida_intermedia@Seq_3085
N0.HOG0000590	OG0000389	-	SGZ46463.1	Candida_intermedia@Seq_5403
N0.HOG0000591	OG0000390	-	SGZ46464.1	Candida_intermedia@Seq_1763
N0.HOG0000592	OG0000391	-	SGZ46466.1	Candida_intermedia@Seq_4672
N0.HOG0000593	OG0000392	-	SGZ46468.1	Candida_intermedia@Seq_2232
N0.HOG0000594	OG0000393	-	SGZ46470.1	Candida_intermedia@Seq_1085
N0.HOG0000595	OG0000394	-	SGZ46472.1	Candida_intermedia@Seq_1496
N0.HOG0000596	OG0000395	-	SGZ46473.1	Candida_intermedia@Seq_3892
N0.HOG0000597	OG0000396	-	SGZ46474.1	Candida_intermedia@Seq_4216
N0.HOG0000598	OG0000397	-	SGZ46476.1	Candida_intermedia@Seq_3582
N0.HOG0000599	OG0000398	-	SGZ46477.1	Candida_intermedia@Seq_205
N0.HOG0000600	OG0000399	-	SGZ46479.1	Candida_intermedia@Seq_4230
N0.HOG0000601	OG0000400	-	SGZ46480.1	Candida_intermedia@Seq_3820
N0.HOG0000602	OG0000401	-	SGZ46481.1	Candida_intermedia@Seq_1264
N0.HOG0000603	OG0000402	-	SGZ46483.1	Candida_intermedia@Seq_1199
N0.HOG0000604	OG0000403	-	SGZ46484.1	Candida_intermedia@Seq_5372
N0.HOG0000605	OG0000404	-	SGZ46485.1	Candida_intermedia@Seq_5255
