rxns	rxnNames	formulas	grRules
r_0181	aldehyde dehydrogenase (isoamyl alcohol, NADP)	3-methylbutanal[c] + H+[c] + NADPH[c] => isoamylol[c] + NADP(+)[c]	Seq_4456 or Seq_461
r_0182	aldehyde dehydrogenase (isobutyl alcohol, NAD)	H+[c] + isobutyraldehyde[c] + NADH[c] => isobutanol[c] + NAD[c]	Seq_1427 or Seq_4855 or Seq_5413 or Seq_594
r_0183	aldehyde dehydrogenase (isobutyl alcohol, NAD)	H+[m] + isobutyraldehyde[m] + NADH[m] => isobutanol[m] + NAD[m]	Seq_1427 or Seq_4855 or Seq_5413
r_0184	aldehyde dehydrogenase (isobutyl alcohol, NADP)	H+[c] + isobutyraldehyde[c] + NADPH[c] => isobutanol[c] + NADP(+)[c]	Seq_4456 or Seq_461
r_0185	aldehyde dehydrogenase (phenylacetaldehyde, NAD)	H2O[c] + NAD[c] + phenylacetaldehyde[c] => 2 H+[c] + NADH[c] + phenylacetic acid[c]	Seq_3263
r_0186	aldehyde dehydrogenase (tryptophol, NAD)	H+[c] + indol-3-ylacetaldehyde[c] + NADH[c] => NAD[c] + tryptophol[c]	Seq_1427 or Seq_4855 or Seq_5413 or Seq_594
r_0187	aldehyde dehydrogenase (tryptophol, NAD)	H+[m] + indol-3-ylacetaldehyde[m] + NADH[m] => NAD[m] + tryptophol[m]	Seq_1427 or Seq_4855 or Seq_5413
r_0188	alkaline phosphatase (dihydroneopterin)	7,8-dihydroneopterin 3'-triphosphate[c] + 3 H2O[c] => 7,8-dihydroneopterin[c] + 2 H+[c] + 3 phosphate[c]	Seq_1635
r_0189	allantoate amidinohydrolase	allantoate[c] + H2O[c] <=> urea[c] + ureidoglycolic acid[c]	Seq_5177
r_0190	allantoinase, reaction	allantoin[c] + H2O[c] <=> allantoate[c] + H+[c]	Seq_4648
r_0191	allophanate hydrolase	3 H+[c] + H2O[c] + urea-1-carboxylic acid[c] => 2 ammonium[c] + 2 carbon dioxide[c]	Seq_5039
r_0192	alpha 1,2-mannosyltransferase	beta-D-mannosyldiacetylchitobiosyldiphosphodolichol[g] + GDP-alpha-D-mannose[g] => alpha-D-mannosyl-beta-D-mannosyldiacetylchitobiosyldiphosphodolichol[g] + GDP[g] + H+[g]	Seq_1823 or Seq_1828 or Seq_1992 or Seq_2086 or Seq_2590 or Seq_604
r_0193	alpha,alpha-trehalase	H2O[v] + trehalose[v] => 2 D-glucose[v]	Seq_5306 or Seq_2192
r_0194	alpha,alpha-trehalase	H2O[c] + trehalose[c] => 2 D-glucose[c]	Seq_2192
r_0195	alpha,alpha-trehalose-phosphate synthase (UDP-forming)	D-glucose 6-phosphate[c] + UDP-D-glucose[c] => alpha,alpha-trehalose 6-phosphate[c] + H+[c] + UDP[c]	Seq_4162 and Seq_5049 and Seq_4700
r_0198	alpha-glucosidase	H2O[c] + maltose[c] => 2 D-glucose[c]	Seq_4728 or Seq_5493 or Seq_758
r_0199	amidase	4-guanidinobutanamide[c] + H2O[c] => 4-guanidinobutanoic acid[c] + ammonium[c]	Seq_3858 or Seq_4377
r_0200	Aminoacetone:oxygen oxidoreductase(deaminating)(flavin-containing)	aminoacetone[c] + H2O[c] + oxygen[c] => ammonium[c] + hydrogen peroxide[c] + methylglyoxal[c]	Seq_270 or Seq_226
r_0201	Aminobutyraldehyde dehydrogenase	4-aminobutanal[m] + H2O[m] + NAD[m] => gamma-aminobutyrate[m] + 2 H+[m] + NADH[m]	Seq_3997
r_0202	anthranilate phosphoribosyltransferase	anthranilate[c] + PRPP[c] => diphosphate[c] + N-(5-phospho-beta-D-ribosyl)anthranilate[c]	Seq_4247
r_0203	anthranilate synthase	chorismate[c] + L-glutamine[c] => anthranilate[c] + H+[c] + L-glutamate[c] + pyruvate[c]	Seq_4725 and Seq_5389
r_0204	Ap4A hydrolase	H2O[c] + P(1),P(4)-bis(5'-adenosyl) tetraphosphate[c] <=> 2 ADP[c] + 2 H+[c]	Seq_2264
r_0205	arabinose reductase	H+[c] + L-arabinose[c] + NADPH[c] => L-arabinitol[c] + NADP(+)[c]	Seq_2193 or Seq_3482 or Seq_4254
r_0206	arginase	H2O[c] + L-arginine[c] => ornithine[c] + urea[c]	Seq_4807
r_0207	argininosuccinate lyase	(N(omega)-L-arginino)succinic acid[c] <=> fumarate[c] + L-arginine[c]	Seq_1799 or Seq_3591
r_0208	argininosuccinate synthase	ATP[c] + L-aspartate[c] + L-citrulline[c] <=> (N(omega)-L-arginino)succinic acid[c] + AMP[c] + diphosphate[c] + H+[c]	Seq_269
r_0209	arginyl-tRNA synthetase	ATP[c] + L-arginine[c] + tRNA(Arg)[c] => AMP[c] + Arg-tRNA(Arg)[c] + diphosphate[c]	Seq_2307
r_0210	arginyl-tRNA synthetase	ATP[m] + L-arginine[m] + tRNA(Arg)[m] => AMP[m] + Arg-tRNA(Arg)[m] + diphosphate[m]	Seq_2307
r_0211	asparagine synthase (glutamine-hydrolysing)	ATP[c] + H2O[c] + L-aspartate[c] + L-glutamine[c] => AMP[c] + diphosphate[c] + H+[c] + L-asparagine[c] + L-glutamate[c]	Seq_5174
r_0212	Asparaginyl-tRNA synthetase	ATP[c] + L-asparagine[c] + tRNA(Asn)[c] => AMP[c] + Asn-tRNA(Asn)[c] + diphosphate[c]	Seq_1799 or Seq_3591
r_0213	asparaginyl-tRNA synthetase, miotchondrial	ATP[m] + L-asparagine[m] + tRNA(Asn)[m] => AMP[m] + Asn-tRNA(Asn)[m] + diphosphate[m]	Seq_4439
r_0214	aspartate carbamoyltransferase	carbamoyl phosphate[c] + L-aspartate[c] => H+[c] + N-carbamoyl-L-aspartate[c] + phosphate[c]	Seq_1326 or Seq_2261
r_0215	aspartate kinase	ATP[c] + L-aspartate[c] => 4-phospho-L-aspartate[c] + ADP[c]	Seq_3051
r_0216	aspartate transaminase	2-oxoglutarate[c] + L-aspartate[c] <=> L-glutamate[c] + oxaloacetate[c]	Seq_4704 or Seq_985
r_0217	aspartate transaminase	L-glutamate[m] + oxaloacetate[m] => 2-oxoglutarate[m] + L-aspartate[m]	Seq_985
r_0218	aspartate transaminase	2-oxoglutarate[p] + L-aspartate[p] <=> L-glutamate[p] + oxaloacetate[p]	Seq_4704
r_0219	aspartate-semialdehyde dehydrogenase	4-phospho-L-aspartate[c] + H+[c] + NADPH[c] => L-aspartate 4-semialdehyde[c] + NADP(+)[c] + phosphate[c]	Seq_3667
r_0220	Aspartyl-tRNA synthetase	ATP[c] + L-aspartate[c] + tRNA(Asp)[c] => AMP[c] + Asp-tRNA(Asp)[c] + diphosphate[c]	Seq_4224
r_0221	Aspartyl-tRNA synthetase	ATP[m] + L-aspartate[m] + tRNA(Asp)[m] => AMP[m] + Asp-tRNA(Asp)[m] + diphosphate[m]	Seq_3619
r_0222	ATP adenylyltransferase	ADP[c] + ATP[c] + H+[c] => P(1),P(4)-bis(5'-adenosyl) tetraphosphate[c] + phosphate[c]	Seq_4622
r_0223	ATP adenylyltransferase	ADP[c] + GTP[c] + H+[c] => P1-(5'-adenosyl),P4-(5'-guanosyl) tetraphosphate[c] + phosphate[c]	Seq_4622
r_0224	ATP adenylyltransferase	GDP[c] + GTP[c] + H+[c] => P(1),P(4)-bis(5'-guanosyl) tetraphosphate[c] + phosphate[c]	Seq_4622
r_0225	ATP phosphoribosyltransferase	ATP[c] + PRPP[c] => 5-phosphoribosyl-ATP[c] + diphosphate[c]	Seq_2064
r_0227	ATPase, cytosolic	ATP[c] + H2O[c] => ADP[c] + H+[e] + phosphate[c]	Seq_894
r_0228	beta-1,4 mannosyltransferase	GDP-alpha-D-mannose[c] + N,N'-diacetylchitobiosyldiphosphodolichol[c] => beta-D-mannosyldiacetylchitobiosyldiphosphodolichol[c] + GDP[c]	Seq_3244
r_0229	biotin synthase	dethiobiotin[c] + polysulphur[c] <=> biotin[c] + 2 H+[c]	Seq_719
r_0230	biotin-[acetyl-CoA-carboxylase] ligase	ATP[c] + biotin[c] + H+[c] => biotinyl-5'-AMP[c] + diphosphate[c]	Seq_182
r_0231	C-14 sterol reductase	4,4-dimethyl-5alpha-cholesta-8,14,24-trien-3beta-ol[c] + H+[c] + NADPH[c] => 14-demethyllanosterol[c] + NADP(+)[c]	Seq_3243
r_0233	C-22 sterol desaturase (NADP)	ergosta-5,7,24(28)-trien-3beta-ol[c] + H+[c] + NADPH[c] + oxygen[c] => ergosta-5,7,22,24(28)-tetraen-3beta-ol[c] + 2 H2O[c] + NADP(+)[c]	Seq_4631
r_0234	C-3 sterol dehydrogenase	NADP(+)[c] + zymosterol intermediate 1c[c] => carbon dioxide[c] + H+[c] + NADPH[c] + zymosterol intermediate 2[c]	Seq_3898
r_0235	C-3 sterol dehydrogenase (4-methylzymosterol)	4beta-methylzymosterol-4alpha-carboxylic acid[c] + NAD[c] => 3-dehydro-4-methylzymosterol[c] + carbon dioxide[c] + H+[c] + NADH[c]	Seq_3898
r_0236	C-3 sterol keto reductase (4-methylzymosterol)	3-dehydro-4-methylzymosterol[c] + H+[c] + NADPH[c] => 4alpha-methylzymosterol[c] + NADP(+)[c]	Seq_3959
r_0237	C-3 sterol keto reductase (zymosterol)	H+[c] + NADPH[c] + zymosterol intermediate 2[c] => NADP(+)[c] + zymosterol[c]	Seq_3959
r_0238	C-4 methyl sterol oxidase	4alpha-methylzymosterol[c] + H+[c] + NADPH[c] + oxygen[c] => H2O[c] + NADP(+)[c] + zymosterol intermediate 1a[c]	Seq_3176 or Seq_3256
r_0239	C-4 methyl sterol oxidase	H+[c] + NADPH[c] + oxygen[c] + zymosterol intermediate 1a[c] => 2 H2O[c] + NADP(+)[c] + zymosterol intermediate 1b[c]	Seq_3176 or Seq_3256
r_0240	C-4 methyl sterol oxidase	H+[c] + NADPH[c] + oxygen[c] + zymosterol intermediate 1b[c] => H2O[c] + NADP(+)[c] + zymosterol intermediate 1c[c]	Seq_3176 or Seq_3256
r_0241	C-4 sterol methyl oxidase (4,4-dimethylzymosterol)	14-demethyllanosterol[c] + 3 H+[c] + 3 NADPH[c] + 3 oxygen[c] => 4beta-methylzymosterol-4alpha-carboxylic acid[c] + 4 H2O[c] + 3 NADP(+)[c]	Seq_3176 or Seq_3256
r_0242	C-5 sterol desaturase	episterol[c] + H+[c] + NADPH[c] + oxygen[c] => ergosta-5,7,24(28)-trien-3beta-ol[c] + 2 H2O[c] + NADP(+)[c]	Seq_354
r_0243	C-8 sterol isomerase	fecosterol[c] => episterol[c]	Seq_252
r_0244	C-s24 sterol reductase	ergosta-5,7,22,24(28)-tetraen-3beta-ol[er] + H+[er] + NADPH[er] => ergosterol[er] + NADP(+)[er]	Seq_3077
r_0249	CAAX farnesyltransferase	4-hydroxybenzoate[c] + nonaprenyl diphosphate[c] <=> diphosphate[c] + 2 H+[c] + nonaprenyl 4-hydroxybenzoate[c]	Seq_311 and Seq_1925
r_0250	carbamoyl-phosphate synthase (glutamine-hydrolysing)	2 ATP[c] + bicarbonate[c] + H2O[c] + L-glutamine[c] => 2 ADP[c] + carbamoyl phosphate[c] + 2 H+[c] + L-glutamate[c] + phosphate[c]	(Seq_1326 and Seq_410) or (Seq_2261 and Seq_410)
r_0252	carnitine O-acetyltransferase	(R)-carnitine[c] + acetyl-CoA[c] => coenzyme A[c] + O-acetylcarnitine[c]	Seq_1407 or Seq_4376
r_0253	carnitine O-acetyltransferase	(R)-carnitine[p] + acetyl-CoA[p] => coenzyme A[p] + O-acetylcarnitine[p]	Seq_2858
r_0254	carnitine O-acetyltransferase	coenzyme A[m] + O-acetylcarnitine[m] => (R)-carnitine[m] + acetyl-CoA[m]	Seq_2858
r_0256	catalase	2 hydrogen peroxide[p] => 2 H2O[p] + oxygen[p]	Seq_5520
r_0259	ceramide-1 hydroxylase (24C)	ceramide-1 (C24)[er] + H+[er] + NADPH[er] + oxygen[er] => ceramide-2 (C24)[er] + H2O[er] + NADP(+)[er]	Seq_486
r_0260	ceramide-1 hydroxylase (24C)	ceramide-1 (C24)[er] + H+[er] + NADPH[er] + oxygen[er] => ceramide-2' (C24)[er] + H2O[er] + NADP(+)[er]	Seq_1658
r_0261	ceramide-1 hydroxylase (26C)	ceramide-1 (C26)[er] + H+[er] + NADPH[er] + oxygen[er] => ceramide-2 (C26)[er] + H2O[er] + NADP(+)[er]	Seq_486
r_0262	ceramide-1 hydroxylase (26C)	ceramide-1 (C26)[er] + H+[er] + NADPH[er] + oxygen[er] => ceramide-2' (C26)[er] + H2O[er] + NADP(+)[er]	Seq_1658
r_0267	ceramide-3 synthase (24C)	ceramide-2 (C24)[er] + H+[er] + NADPH[er] + oxygen[er] => ceramide-3 (C24)[er] + H2O[er] + NADP(+)[er]	Seq_1658
r_0268	ceramide-3 synthase (26C)	ceramide-2 (C26)[er] + H+[er] + NADPH[er] + oxygen[er] => ceramide-3 (C26)[er] + H2O[er] + NADP(+)[er]	Seq_1658
r_0269	ceramide-4 synthase (24C)	ceramide-3 (C24)[er] + H+[er] + NADPH[er] + oxygen[er] => ceramide-4 (C24)[er] + H2O[er] + NADP(+)[er]	Seq_1658
r_0270	ceramide-4 synthase (26C)	ceramide-3 (C26)[er] + H+[er] + NADPH[er] + oxygen[er] => ceramide-4 (C26)[er] + H2O[er] + NADP(+)[er]	Seq_1658
r_0271	chitin deacetylase	chitin[c] + H2O[c] => acetate[c] + chitosan[ce] + H+[c]	Seq_1839
r_0272	chitin synthase	UDP-N-acetyl-alpha-D-glucosamine[c] => chitin[c] + H+[c] + UDP[c]	Seq_1118 or Seq_1193 or Seq_2270 or Seq_3571
r_0273	choline kinase	ATP[c] + choline[c] => ADP[c] + choline phosphate[c] + H+[c]	Seq_479
r_0274	choline phosphate cytididyltransferase	choline phosphate[c] + CTP[c] + H+[c] => CDP-choline[c] + diphosphate[c]	Seq_331
r_0278	chorismate mutase	chorismate[c] => prephenate[c]	Seq_350
r_0279	chorismate synthase	5-O-(1-carboxyvinyl)-3-phosphoshikimic acid[c] => chorismate[c] + phosphate[c]	Seq_3477
r_0280	cis-aconitate(3-) to isocitrate	cis-aconitate[m] + H2O[m] <=> isocitrate[m]	Seq_194 or Seq_5163
r_0281	cis-prenyltransferase step 01	farnesyl diphosphate[lp] + isopentenyl diphosphate[lp] => diphosphate[lp] + geranylgeranyl diphosphate[lp]	Seq_2686 or Seq_4259
r_0282	cis-prenyltransferase step 02	geranylgeranyl diphosphate[lp] + isopentenyl diphosphate[lp] => diphosphate[lp] + pentaprenyl diphosphate[lp]	Seq_2686 or Seq_4259
r_0283	cis-prenyltransferase step 03	isopentenyl diphosphate[lp] + pentaprenyl diphosphate[lp] => diphosphate[lp] + hexaprenyl diphosphate[lp]	Seq_2686 or Seq_4259
r_0284	cis-prenyltransferase step 04	hexaprenyl diphosphate[lp] + isopentenyl diphosphate[lp] => diphosphate[lp] + heptaprenyl diphosphate[lp]	Seq_2686 or Seq_4259
r_0285	cis-prenyltransferase step 05	heptaprenyl diphosphate[lp] + isopentenyl diphosphate[lp] => diphosphate[lp] + octaprenyl diphosphate[lp]	Seq_2686 or Seq_4259
r_0286	cis-prenyltransferase step 06	isopentenyl diphosphate[lp] + octaprenyl diphosphate[lp] => diphosphate[lp] + nonaprenyl diphosphate[lp]	Seq_2686 or Seq_4259
r_0287	cis-prenyltransferase step 07	isopentenyl diphosphate[lp] + nonaprenyl diphosphate[lp] => decaprenyl diphosphate[lp] + diphosphate[lp]	Seq_2686 or Seq_4259
r_0288	cis-prenyltransferase step 08	decaprenyl diphosphate[lp] + isopentenyl diphosphate[lp] => diphosphate[lp] + undecaprenyl diphosphate[lp]	Seq_2686 or Seq_4259
r_0289	cis-prenyltransferase step 09	isopentenyl diphosphate[lp] + undecaprenyl diphosphate[lp] => diphosphate[lp] + dodecaprenyl diphosphate[lp]	Seq_2686 or Seq_4259
r_0290	cis-prenyltransferase step 10	dodecaprenyl diphosphate[lp] + isopentenyl diphosphate[lp] => diphosphate[lp] + tridecaprenyl diphosphate[lp]	Seq_2686 or Seq_4259
r_0291	cis-prenyltransferase step 11	isopentenyl diphosphate[lp] + tridecaprenyl diphosphate[lp] => diphosphate[lp] + tetradecaprenyl diphosphate[lp]	Seq_2686 or Seq_4259
r_0292	cis-prenyltransferase step 12	isopentenyl diphosphate[lp] + tetradecaprenyl diphosphate[lp] => diphosphate[lp] + pentadecaprenyl diphosphate[lp]	Seq_2686 or Seq_4259
r_0293	cis-prenyltransferase step 13	isopentenyl diphosphate[lp] + pentadecaprenyl diphosphate[lp] => diphosphate[lp] + hexadecaprenyl diphosphate[lp]	Seq_2686 or Seq_4259
r_0294	cis-prenyltransferase step 14	hexadecaprenyl diphosphate[lp] + isopentenyl diphosphate[lp] <=> diphosphate[lp] + heptadecaprenyl diphosphate[lp]	Seq_2686 or Seq_4259
r_0295	cis-prenyltransferase step 15	heptadecaprenyl diphosphate[lp] + isopentenyl diphosphate[lp] <=> diphosphate[lp] + octadecaprenyl diphosphate[lp]	Seq_2686 or Seq_4259
r_0296	cis-prenyltransferase step 16	isopentenyl diphosphate[lp] + octadecaprenyl diphosphate[lp] => diphosphate[lp] + nonadecaprenyl diphosphate[lp]	Seq_2686 or Seq_4259
r_0297	cis-prenyltransferase step 17	isopentenyl diphosphate[lp] + nonadecaprenyl diphosphate[lp] => diphosphate[lp] + icosaprenyl diphosphate[lp]	Seq_2686 or Seq_4259
r_0298	cis-prenyltransferase step 18	icosaprenyl diphosphate[lp] + isopentenyl diphosphate[lp] => diphosphate[lp] + henicosaprenyl diphosphate[lp]	Seq_2686 or Seq_4259
r_0299	cis-prenyltransferase step 19	henicosaprenyl diphosphate[lp] + isopentenyl diphosphate[lp] => diphosphate[lp] + docosaprenyl diphosphate[lp]	Seq_2686 or Seq_4259
r_0300	citrate synthase	acetyl-CoA[m] + H2O[m] + oxaloacetate[m] => citrate[m] + coenzyme A[m] + H+[m]	Seq_3526
r_0301	citrate synthase, peroxisomal	acetyl-CoA[p] + H2O[p] + oxaloacetate[p] => citrate[p] + coenzyme A[p] + H+[p]	Seq_3526
r_0302	citrate to cis-aconitate(3-)	citrate[m] <=> cis-aconitate[m] + H2O[m]	Seq_194 or Seq_5163
r_0303	citrate to cis-aconitate(3-), cytoplasmic	citrate[c] <=> cis-aconitate[c] + H2O[c]	Seq_194 or Seq_5163
r_0304	coproporphyrinogen oxidase (O2 required)	coproporphyrinogen III[c] + 2 H+[c] + oxygen[c] => 2 carbon dioxide[c] + 2 H2O[c] + protoporphyrinogen[c]	Seq_556
r_0306	CTP synthase (glutamine)	ATP[c] + H2O[c] + L-glutamine[c] + UTP[c] => ADP[c] + CTP[c] + 2 H+[c] + L-glutamate[c] + phosphate[c]	Seq_5454
r_0307	CTP synthase (NH3)	ammonium[c] + ATP[c] + UTP[c] => ADP[c] + CTP[c] + 2 H+[c] + phosphate[c]	Seq_5454
r_0308	cystathionine b-lyase	H2O[c] + L-cystathionine[c] => ammonium[c] + L-homocysteine[c] + pyruvate[c]	Seq_1830
r_0309	cystathionine beta-synthase	L-homocysteine[c] + L-serine[c] => H2O[c] + L-cystathionine[c]	Seq_4460
r_0310	cystathionine g-lyase	H2O[c] + L-cystathionine[c] => 2-oxobutanoate[c] + ammonium[c] + L-cysteine[c]	Seq_878
r_0311	cystathionine gamma-synthase	L-cysteine[c] + O-acetyl-L-homoserine[c] => acetate[c] + H+[c] + L-cystathionine[c]	Seq_2985
r_0312	cysteine synthase	hydrogen sulfide[c] + O-acetyl-L-serine[c] => acetate[c] + H+[c] + L-cysteine[c]	Seq_3670
r_0313	cysteinyl-tRNA synthetase	ATP[c] + L-cysteine[c] + tRNA(Cys)[c] => AMP[c] + Cys-tRNA(Cys)[c] + diphosphate[c]	Seq_4814
r_0315	cytidine kinase (GTP)	cytidine[c] + GTP[c] => CMP[c] + GDP[c] + H+[c]	Seq_3438
r_0317	cytochrome P450 lanosterol 14-alpha-demethylase (NADP)	2 H+[c] + lanosterol[c] + 3 NADPH[c] + 3 oxygen[c] => 4,4-dimethyl-5alpha-cholesta-8,14,24-trien-3beta-ol[c] + formate[c] + 4 H2O[c] + 3 NADP(+)[c]	Seq_2221 and Seq_3928
r_0318	cytosine deaminase	cytosine[c] + H+[c] + H2O[c] => ammonium[c] + uracil[c]	Seq_4998
r_0319	D-arabinono-1,4-lactone oxidase	D-arabinono-1,4-lactone[c] + oxygen[c] <=> dehydro-D-arabinono-1,4-lactone[c] + hydrogen peroxide[c]	Seq_5271
r_0320	D-arabinose 1-dehydrogenase (NAD)	D-arabinose[c] + NAD[c] => D-arabinono-1,4-lactone[c] + H+[c] + NADH[c]	Seq_2297
r_0322	D-fructose 1-phosphate D-glyceraldehyde-3-phosphate-lyase	D-fructose 1-phosphate[c] <=> D-glyceraldehyde[c] + dihydroxyacetone phosphate[c]	Seq_4943
r_0323	D-sorbitol dehydrogenase (D-fructose producing)	D-glucitol[c] + NAD[c] => D-fructose[c] + H+[c] + NADH[c]	Seq_2189
r_0326	dCMP deaminase	dCMP[c] + H+[c] + H2O[c] <=> ammonium[c] + dUMP[c]	Seq_3622
r_0327	dCTP deaminase	dCTP[c] + H+[c] + H2O[c] => ammonium[c] + dUTP[c]	Seq_3622
r_0328	deoxyadenosine deaminase	2'-deoxyadenosine[c] + H+[c] + H2O[c] => 2'-deoxyinosine[c] + ammonium[c]	Seq_950
r_0330	deoxyguanylate kinase (dGMP:ATP)	ATP[c] + dGMP[c] <=> ADP[c] + dGDP[c]	Seq_497
r_0331	deoxyhypusine synthase, cytosolic/mitochondrial	H2O[c] + spermidine[c] + ubiquinone-6[m] => 4-aminobutanal[c] + trimethylenediamine[c] + ubiquinol-6[m]	Seq_648
r_0332	deoxyribokinase	2-deoxy-D-ribose[c] + ATP[c] => 2-deoxy-D-ribose 5-phosphate[c] + ADP[c] + H+[c]	Seq_3129
r_0334	dephospho-CoA kinase	3'-dephospho-CoA[m] + ATP[m] => ADP[m] + coenzyme A[m] + H+[m]	Seq_1377
r_0335	dethiobiotin synthase	7,8-diaminononanoate[c] + ATP[c] + carbon dioxide[c] <=> ADP[c] + dethiobiotin[c] + 3 H+[c] + phosphate[c]	Seq_4506
r_0340	dihydroceramidase	lignoceric acid[er] + sphinganine[er] <=> ceramide-1 (C24)[er]	Seq_3948
r_0341	dihydroceramidase	cerotic acid[er] + sphinganine[er] <=> ceramide-1 (C26)[er]	Seq_3948
r_0342	dihydroceramidase	ceramide-2 (C24)[er] => lignoceric acid[er] + phytosphingosine[er]	Seq_3948
r_0343	dihydroceramidase	ceramide-2 (C26)[er] => cerotic acid[er] + phytosphingosine[er]	Seq_3948
r_0344	dihydrofolate reductase	dihydrofolic acid[c] + H+[c] + NADPH[c] => NADP(+)[c] + THF[c]	Seq_1707
r_0345	dihydrofolate reductase	dihydrofolic acid[m] + H+[m] + NADPH[m] => NADP(+)[m] + THF[m]	Seq_1707
r_0346	dihydrofolate synthase	7,8-dihydropteroate[c] + ATP[c] + L-glutamate[c] => ADP[c] + dihydrofolic acid[c] + H+[c] + phosphate[c]	Seq_2281
r_0347	dihydroneopterin aldolase	7,8-dihydroneopterin[m] => 2-amino-6-(hydroxymethyl)-7,8-dihydropteridin-4-ol[m] + glycolaldehyde[m]	Seq_8
r_0348	dihydroneopterin monophosphate dephosphorylase	7,8-dihydroneopterin 3'-phosphate[c] + H2O[c] => 7,8-dihydroneopterin[c] + phosphate[c]	Seq_4312
r_0349	dihydroorotase	(S)-dihydroorotate[c] + H2O[c] <=> H+[c] + N-carbamoyl-L-aspartate[c]	Seq_3505
r_0350	dihydropteroate synthase	2-amino-6-(hydroxymethyl)-7,8-dihydropteridin-4-ol[m] + 4-aminobenzoate[m] => 7,8-dihydropteroate[m] + H2O[m]	Seq_8
r_0351	dihydropteroate synthase	(2-amino-4-hydroxy-7,8-dihydropteridin-6-yl)methyl trihydrogen diphosphate[m] + 4-aminobenzoate[m] => 7,8-dihydropteroate[m] + diphosphate[m]	Seq_8
r_0352	dihydroxy-acid dehydratase (2,3-dihydroxy-3-methylbutanoate)	(R)-2,3-dihydroxy-3-methylbutanoate[m] => 3-methyl-2-oxobutanoate[m] + H2O[m]	Seq_3340
r_0353	dihydroxy-acid dehydratase (2,3-dihydroxy-3-methylpentanoate)	(2R,3R)-2,3-dihydroxy-3-methylpentanoate[m] => (S)-3-methyl-2-oxopentanoate[m] + H2O[m]	Seq_3340
r_0354	dihydroxyacetone kinase	ATP[c] + glycerone[c] => ADP[c] + dihydroxyacetone phosphate[c] + H+[c]	Seq_3725
r_0355	dimethylallyltranstransferase	isopentenyl diphosphate[c] + prenyl diphosphate(3-)[c] => diphosphate[c] + geranyl diphosphate[c]	Seq_3551
r_0356	diphosphoglyceromutase	1,3-bisphospho-D-glycerate[c] <=> 2,3-bisphospho-D-glyceric acid[c] + H+[c]	Seq_4962
r_0357	diphosphoinositol-1,3,4,6-tetrakisphosphate diphosphohydrolase	5,6-bis(diphospho)-1D-myo-inositol tetrakisphosphate[c] + 3 H2O[c] => 6 H+[c] + myo-inositol 1,3,4,5,6-pentakisphosphate[c] + 3 phosphate[c]	Seq_4056
r_0358	diphosphoinositol-1,3,4,6-tetrakisphosphate synthase	ATP[c] + 5 H+[c] + myo-inositol 1,3,4,5,6-pentakisphosphate[c] + 2 phosphate[c] => 5,6-bis(diphospho)-1D-myo-inositol tetrakisphosphate[c] + ADP[c] + 2 H2O[c]	Seq_2684
r_0359	diphthine synthase	2-(3-amino-3-carboxypropyl)-L-histidine[c] + S-adenosyl-L-methionine[c] => 2-[3-carboxy-3-(methylammonio)propyl]-L-histidine[c] + H+[c] + S-adenosyl-L-homocysteine[c]	Seq_3421
r_0360	dolichol kinase	CTP[c] + dolichol[c] => CDP[c] + dolichyl phosphate[c] + H+[c]	Seq_530
r_0361	dolichyl-phosphate D-mannosyltransferase	dolichyl phosphate[c] + GDP-alpha-D-mannose[c] => dolichyl D-mannosyl phosphate[er] + GDP[c]	Seq_676
r_0362	dolichyl-phosphate-mannose--protein mannosyltransferase	dolichyl D-mannosyl phosphate[er] => dolichyl phosphate[er] + H+[er] + mannan[er]	(Seq_4470 and Seq_2641) or (Seq_4470 and Seq_4864) or (Seq_4908 and Seq_2641) or (Seq_4908 and Seq_4864) or Seq_2641 or Seq_4384 or Seq_4470 or Seq_4864 or Seq_4908
r_0363	dTMP kinase	ATP[c] + dTMP[c] => ADP[c] + dTDP[c]	Seq_3210
r_0364	dUTP diphosphatase	dUTP[c] + H2O[c] => diphosphate[c] + dUMP[c] + H+[c]	Seq_3389
r_0366	enolase	2-phospho-D-glyceric acid[c] <=> H2O[c] + phosphoenolpyruvate[c]	Seq_118 or Seq_1398 or Seq_766
r_0368	ethanolamine kinase	ATP[c] + ethanolamine[c] => ADP[c] + H+[c] + O-phosphoethanolamine[c]	Seq_479 or Seq_1221
r_0369	ethyl acetate-hydrolyzing esterase	ethyl acetate[c] + H2O[c] => acetate[c] + ethanol[c] + H+[c]	Seq_687
r_0370	exo-1,3-beta-glucan glucohydrase	(1->3)-beta-D-glucan[e] + H2O[e] => D-glucose[e]	Seq_1463 or Seq_163 or Seq_1650 or Seq_2050 or Seq_3283
r_0373	farnesyltranstransferase	farnesyl diphosphate[c] + isopentenyl diphosphate[c] => geranylgeranyl diphosphate[c] + diphosphate[c]	Seq_336
r_0399	fatty-acid--CoA ligase (decanoate)	ATP[p] + coenzyme A[p] + decanoate[p] <=> AMP[p] + decanoyl-CoA[p] + diphosphate[p]	Seq_2834 or Seq_945
r_0400	fatty-acid--CoA ligase (dodecanoate)	ATP[p] + coenzyme A[p] + laurate[p] <=> AMP[p] + diphosphate[p] + lauroyl-CoA[p]	Seq_2834 or Seq_945
